gender,age,income,dec,attr,sinc,intel,fun,amb,shar,like,prob,met
1,25,0,1,9,1,7,5,4,3,6,4,2
1,27,27794,1,6,7,7,7,6,4,6,5,2
1,27,27794,0,5,5,6,4,7,4,5,3,2
1,27,27794,0,7,9,6,5,3,5,6,7,2
1,27,27794,0,5,5,7,7,4,2,5,6,2
1,27,27794,1,8,8,8,6,7,7,6,7,2
1,27,27794,0,4,5,5,7,7,4,6,5,2
1,27,27794,1,7,6,7,8,8,5,6,5,0
1,27,27794,0,9,6,6,6,6,6,6,7,2
1,27,27794,1,7,9,7,8,5,5,8,8,2
1,27,27794,0,8,6,8,3,3,2,5,4,2
1,26,41737,0,3,8,7,6,6,0,4,5,2
1,26,41737,0,6,6,7,2,9,5,4,3,2
1,26,41737,0,7,9,8,7,7,0,7,5,2
1,26,41737,0,5,8,6,8,8,5,5,7,2
1,26,41737,0,7,8,7,7,6,0,6,4,2
1,26,41737,0,3,3,5,9,6,0,4,2,2
1,26,41737,0,6,5,5,9,7,6,4,1,1
1,26,41737,0,5,6,5,4,6,0,4,2,2
1,26,41737,0,7,9,7,8,7,0,7,6,2
1,26,41737,0,6,6,7,9,7,4,7,5,2
1,30,90225,0,6,6,3,3,3,2,3,4,0
1,30,90225,0,7,7,8,4,9,3,3,3,0
1,30,90225,1,6,8,8,8,6,6,6,6,0
1,30,90225,1,6,8,9,8,7,5,6,5,0
1,30,90225,0,5,8,7,4,3,4,5,6,0
1,30,90225,0,5,7,7,8,7,4,7,6,0
1,30,90225,1,7,6,4,8,8,4,4,4,0
1,30,90225,0,7,9,7,6,5,6,7,8,2
1,30,90225,0,5,8,9,6,8,4,5,7,2
1,30,90225,1,9,5,6,7,7,4,6,6,0
1,28,0,1,7,8,8,8,8,7,7,6,2
1,28,0,1,7,8,8,7,6,7,7,6,2
1,28,0,1,8,8,8,6,4,5,6,4,2
1,28,0,1,5,8,7,7,4,3,6,3,2
1,28,0,1,8,10,9,8,5,3,8,5,1
1,28,0,0,5,5,8,6,9,3,4,4,2
1,28,0,1,7,7,7,9,8,3,7,4,2
1,28,0,0,5,10,8,8,7,6,7,5,2
1,28,0,1,8,7,7,8,4,7,8,5,2
1,28,0,1,9,8,8,6,5,5,8,4,2
1,26,0,0,5,7,7,5,4,4,5,4,2
1,26,0,0,2,6,4,3,4,5,3,1,2
1,26,0,0,6,5,7,6,5,5,6,8,2
1,26,0,0,5,6,6,4,3,6,5,4,2
1,26,0,1,9,8,8,8,6,6,8,7,1
1,26,0,0,6,6,8,6,7,6,6,4,2
1,26,0,0,7,6,6,5,6,6,6,3,2
1,26,0,0,6,5,6,6,4,4,5,4,2
1,26,0,0,5,6,6,5,4,5,5,5,2
1,26,0,0,4,5,6,5,5,4,4,3,2
1,22,55080,1,8,8,8,6,5,7,8,7,2
1,22,55080,1,5,6,8,4,8,4,6,3,2
1,22,55080,0,4,7,7,6,5,4,5,7,2
1,22,55080,0,3,7,5,6,5,6,4,5,2
1,22,55080,1,7,7,7,7,6,5,6,5,2
1,22,55080,1,5,7,8,6,6,7,6,6,1
1,22,55080,1,8,6,7,8,8,7,8,8,1
1,22,55080,1,5,7,5,6,3,7,6,4,2
1,22,55080,1,6,5,0,6,0,0,5,4,2
1,22,55080,1,8,7,7,8,6,7,8,7,2
1,23,52280,1,10,7,8,7,8,5,7,1,2
1,23,52280,0,4,4,6,2,9,3,3,5,2
1,23,52280,0,7,9,9,7,6,6,8,8,2
1,23,52280,1,4,9,8,10,6,6,9,8,2
1,23,52280,1,9,9,7,8,7,6,8,6,2
1,23,52280,1,10,10,10,10,10,10,10,10,1
1,23,52280,1,10,10,10,10,10,10,10,10,1
1,23,52280,0,5,10,9,9,5,6,8,6,2
1,23,52280,1,7,9,8,8,7,6,8,8,2
1,23,52280,1,7,9,7,7,5,6,7,8,2
1,25,0,1,7,7,7,7,5,8,8,7,2
1,25,0,0,7,6,6,5,9,3,6,3,2
1,25,0,1,6,9,9,9,7,8,8,5,2
1,25,0,0,8,10,10,7,9,5,7,6,2
1,25,0,1,9,8,8,8,7,7,8,3,1
1,25,0,0,6,8,8,3,7,1,5,3,2
1,25,0,0,6,7,9,7,9,0,6,5,2
1,25,0,0,6,9,7,5,3,3,6,5,2
1,25,0,1,6,7,7,7,7,7,7,6,2
1,25,0,1,8,7,7,7,5,5,7,6,2
1,30,0,1,6,5,5,5,5,4,6,5,2
1,30,0,1,6,5,5,5,5,4,6,4,2
1,30,0,1,7,6,6,5,5,4,6,3,2
1,30,0,1,6,5,5,5,5,4,5,4,2
1,30,0,1,5,6,5,4,3,4,4,3,2
1,30,0,0,5,4,3,3,3,2,4,3,2
1,30,0,0,5,4,5,3,4,2,3,2,2
1,30,0,1,5,5,4,3,4,3,4,3,2
1,30,0,1,6,6,5,6,5,4,6,4,2
1,30,0,1,6,5,5,6,5,3,6,4,2
1,29,0,1,6,8,7,6,6,6,6,8,2
1,29,0,1,8,9,7,8,6,7,8,7,2
1,29,0,1,7,9,7,8,6,6,7,6,2
1,29,0,0,3,6,6,5,6,4,3,5,2
1,29,0,1,7,6,7,7,6,5,7,7,2
1,29,0,0,3,6,6,5,6,5,4,3,2
1,29,0,1,7,7,8,8,6,6,7,7,2
1,29,0,0,5,5,5,5,5,5,5,5,2
1,29,0,1,6,6,5,6,5,5,6,5,2
1,29,0,1,8,7,7,6,6,6,7,6,2
1,27,0,0,5,4,5,5,5,5,5,5,2
1,27,0,1,6,5,5,5,5,6,6,6,2
1,27,0,1,5,5,5,5,5,5,5,5,2
1,27,0,1,6,6,5,5,5,6,6,5,2
1,27,0,1,6,5,5,5,5,6,6,4,2
1,27,0,0,4,4,4,4,4,4,3,3,2
1,27,0,0,5,4,6,4,6,6,5,4,2
1,27,0,0,5,4,6,6,5,5,4,4,2
1,27,0,1,6,5,6,4,5,4,5,4,2
1,27,0,1,5,5,5,4,5,4,4,4,2
0,27,56056,1,9,9,9,9,9,9,9,7,0
0,27,56056,0,7,9,7,7,9,2,5,5,0
0,27,56056,0,7,9,8,7,9,2,5,5,0
0,27,56056,0,7,9,9,8,8,5,7,7,0
0,27,56056,1,8,8,9,8,9,5,8,7,0
0,27,56056,0,7,9,7,7,5,5,5,5,0
0,24,0,1,7,7,8,8,8,7,7,6,0
0,24,0,0,5,7,7,6,7,7,5,5,0
0,24,0,0,4,9,7,3,7,3,4,4,0
0,24,0,1,5,8,8,6,8,4,6,5,0
0,24,0,1,7,7,8,9,8,7,8,7,0
0,24,0,0,5,6,8,6,0,3,5,3,0
0,29,0,1,8,8,7,7,7,6,7,5,0
0,29,0,0,4,4,6,4,6,4,3,5,0
0,29,0,0,4,6,6,4,4,3,5,5,0
0,29,0,0,6,8,8,7,9,3,5,5,0
0,29,0,0,6,8,7,8,8,6,6,5,0
0,29,0,0,4,4,5,4,4,2,4,4,0
0,55,60835,1,8,7,8,7,5,8,8,1,0
0,55,60835,0,5,6,7,6,7,4,4,1,0
0,55,60835,0,4,7,9,6,8,5,4,1,0
0,55,60835,1,6,7,8,8,7,6,8,1,0
0,55,60835,1,8,7,8,8,8,6,7,1,0
0,55,60835,1,7,8,5,10,7,7,0,1,0
0,29,0,1,5,10,8,8,6,5,4,5,0
0,29,0,1,5,10,10,10,8,6,7,7,0
0,29,0,1,4,9,6,7,8,7,6,8,0
0,29,0,1,6,8,9,6,7,6,6,8,0
0,29,0,1,8,8,9,9,8,6,8,10,1
0,29,0,0,5,5,3,4,1,2,5,3,0
0,26,62829,0,5,10,8,2,5,2,5,2,0
0,26,62829,0,1,5,5,1,5,1,1,1,0
0,26,62829,0,2,10,5,1,5,2,1,1,0
0,26,62829,0,5,10,8,4,5,2,7,1,0
0,26,62829,0,5,5,8,5,5,2,5,1,0
0,26,62829,0,3,5,5,5,2,2,5,1,0
1,33,30038,0,5,10,8,8,7,7,9,10,0
1,33,30038,0,8,9,10,10,8,7,10,10,0
1,33,30038,1,9,8,8,8,8,7,8,7,0
1,33,30038,0,8,2,8,10,6,8,9,6,0
1,33,30038,0,7,8,9,8,10,6,7,4,0
1,33,30038,0,8,8,8,7,10,5,6,5,0
1,27,0,1,6,6,6,7,6,6,6,6,0
1,27,0,0,5,5,7,6,6,7,5,6,0
1,27,0,1,7,6,6,7,6,8,8,7,0
1,27,0,0,6,7,6,6,5,7,5,6,0
1,27,0,0,6,6,6,5,7,6,5,6,0
1,27,0,1,7,6,6,7,6,6,8,7,0
1,33,0,1,6,7,7,6,8,4,6,5,0
1,33,0,0,6,10,7,6,6,5,7,5,0
1,33,0,1,8,6,8,8,8,4,6,4,0
1,33,0,1,6,10,6,9,4,6,7,6,0
1,33,0,1,8,7,7,7,6,5,7,4,0
1,33,0,1,8,6,7,6,7,4,7,4,0
1,23,0,0,4,6,4,6,5,4,5,0,0
1,23,0,0,4,7,6,6,5,8,5,0,0
1,23,0,1,5,6,6,5,7,5,6,3,0
1,23,0,0,4,8,5,6,6,5,7,0,0
1,23,0,0,6,4,7,4,7,5,6,0,0
1,23,0,0,5,7,7,6,7,7,7,0,0
1,33,0,0,8,8,8,6,5,5,6,7,0
1,33,0,0,6,9,8,5,8,6,5,5,0
1,33,0,1,8,5,6,7,8,8,6,5,0
1,33,0,0,5,9,9,5,4,2,5,1,0
1,33,0,1,5,7,7,9,9,8,5,5,1
1,33,0,1,7,7,7,7,7,7,5,5,0
1,23,16767,1,6,0,0,0,0,5,0,5,0
1,23,16767,1,4,7,0,0,0,7,8,7,0
1,23,16767,1,8,0,0,0,8,0,7,4,0
1,23,16767,0,5,10,0,0,0,0,8,6,0
1,23,16767,0,5,0,0,0,9,5,8,3,0
1,23,16767,1,8,0,0,0,8,4,9,3,0
0,24,42967,0,5,7,5.5,4,4,3,4,5,0
0,24,42967,0,2,3,4,2,0,3,2,3,0
0,24,42967,0,2,2,2,2,2,0,2,2,0
0,24,42967,0,2,3,7,0,8,0,2,2,0
0,24,42967,0,0,0,0,0,0,0,0,0,0
0,24,42967,0,3,7,0,2,9,2,3,5,0
0,24,42967,0,1,2,5,1,0,0,1,1,0
0,24,42967,0,2,6,7,5,7,2,5,5,0
0,24,42967,0,5,6,6,5,5,3,5,4,0
0,24,42967,0,0,4,6,4,5,2,2,5,0
0,24,42967,0,5,4,5,5,5,3,3,2,0
0,24,42967,0,7,6,8,5,7,1,5,5,0
0,24,42967,0,6,5,8,7,6,3,0,0,0
0,24,42967,0,4,8,7,7,6,7,7,6,0
0,24,42967,0,5,2,3,6,2,5,5,7,0
0,24,21488,1,8,10,10,9,8,7,7,4,0
0,24,21488,1,8,10,10,9,10,8,7,4,0
0,24,21488,0,8,10,9,10,8,9,7,5,0
0,24,21488,0,6,10,8,6,7,6,7,3,0
0,24,21488,0,7,10,10,6,6,6,7,5,0
0,24,21488,1,7,8,10,7,9,7,5,4,0
0,24,21488,1,6,10,10,8,8,7,5,4,0
0,24,21488,0,6,7,8,9,9,7,6,4,0
0,24,21488,1,9,9,9,10,10,8,8,5,0
0,24,21488,1,8,10,10,10,10,9,8,5,0
0,24,21488,1,9,10,10,10,10,9,8,5,0
0,24,21488,1,8,10,10,9,9,9,8,5,0
0,24,21488,1,9,10,8,10,9,8,7,5,0
0,24,21488,1,8,10,10,10,9,10,8,5,0
0,24,21488,1,7,8,9,9,8,9,7,5,0
0,25,89977,0,5,7,6,4,5,5,4,2,0
0,25,89977,1,5,8,8,8,8,7,8,8,0
0,25,89977,1,6,6,6,7,7,5,7,5,0
0,25,89977,0,5,8,8,5,8,3,6,5,0
0,25,89977,0,5,8,7,5,8,4,7,7,0
0,25,89977,0,6,7,8,5,5,5,5,5,0
0,25,89977,0,4,7,7,3,3,2,5,5,0
0,25,89977,0,4,8,8,5,5,3,5,7,0
0,25,89977,0,8,7,7,6,7,6,7,7,0
0,25,89977,0,3,8,8,4,8,8,6,7,0
0,25,89977,0,8,8,7,6,6,5,5,5,0
0,25,89977,1,9,8,8,8,8,8,7,6,0
0,25,89977,1,8,8,7,6,5,4,7,6,0
0,25,89977,1,5,7,7,6,6,4,7,6,0
0,25,89977,0,4,7,7,7,7,6,5,6,0
0,25,0,0,8,8,7,5,7,0,7,4,0
0,25,0,0,2,5,6,7,0,3,6,3,0
0,25,0,0,8,6,6,8,6,0,5,7,0
0,25,0,0,4,7,6,5,7,4,6,5,0
0,25,0,1,6,8,8,7,7,7,7,7,0
0,25,0,0,7,7,7,5,8,6,7,6,0
0,25,0,0,3,9,8,3,6,2,6,6,0
0,25,0,1,4,7,6,6,5,7,7,7,0
0,25,0,1,7,4,5,8,5,7,6,9,0
0,25,0,0,3,9,6,7,0,3,7,5,0
0,25,0,1,8,8,8,8,8,5,8,5,0
0,25,0,1,9,8,8,9,7,8,8,8,0
0,25,0,1,9,9,7,8,5,8,8,8,0
0,25,0,0,4,8,8,7,0,4,7,6,0
0,25,0,0,4,4,8,6,7,3,6,2,0
0,29,18619,0,3,4,5,4,2,3,4,3,0
0,29,18619,1,2,8,9,7,6,6,7,6,0
0,29,18619,0,4,5,5,6,5,3,4,4,0
0,29,18619,0,3,3,8,2,2,2,5,4,0
0,29,18619,0,3,4,5,3,2,3,4,4,0
0,29,18619,1,2,7,9,6,3,5,7,7,0
0,29,18619,0,2,6,7,2,2,2,4,3,0
0,29,18619,1,5,5,5,8,5,5,7,7,0
0,29,18619,1,7,7,5,7,5,7,8,5,0
0,29,18619,0,2,4,6,4,3,2,2,2,0
0,29,18619,1,7,6,8,5,5,4,7,5,0
0,29,18619,0,3,5,4,5,2,3,6,4,0
0,29,18619,0,3,7,2,3,3,3,5,3,0
0,29,18619,0,3,7,4,4,3,3,6,3,0
0,29,18619,1,4,4,6,9,2,4,7,5,0
0,30,0,0,4,3,4,3,4,2,2,2,0
0,30,0,0,5,6,7,5,6,4,4,3,0
0,30,0,0,5,5,5,5,5,4,4,4,0
0,30,0,0,3,5,6,2,3,2,2,2,0
0,30,0,0,4,4,4,4,4,2,2,2,0
0,30,0,0,6,6,5,5,4,3,2,2,0
0,30,0,0,4,8,8,4,5,4,3,3,0
0,30,0,0,4,2,4,3,7,2,1,1,0
0,30,0,1,7,7,7,7,7,6,7,7,0
0,30,0,0,4,6,6,5,5,4,3,2,0
0,30,0,1,8,7,7,8,8,8,7,6,0
0,30,0,0,6,6,7,6,6,6,3,2,0
0,30,0,0,6,8,6,6,6,6,5,5,0
0,30,0,0,6,7,8,6,6,6,4,4,0
0,30,0,0,5,5,5,6,4,3,2,1,0
0,25,0,1,8,7,7,7,5,6,8,8,0
0,25,0,1,5,7,7,9,9,10,8,10,0
0,25,0,0,3,4,6,7,5,5,5,9,0
0,25,0,0,2,10,10,7,10,1,5,10,0
0,25,0,0,2,2,5,1,3,3,2,5,0
0,25,0,0,3,4,6,5,9,7,6,10,0
0,25,0,0,1,3,7,1,8,2,5,6,0
0,25,0,0,2,3,3,4,4,2,2,8,0
0,25,0,0,7,6,5,7,6,7,5,7,0
0,25,0,0,2,3,4,4,6,5,5,8,0
0,25,0,1,5,3,9,10,9,7,7,8,0
0,25,0,1,10,9,10,10,10,10,10,10,0
0,25,0,1,6,8,8,8,10,5,7,7,0
0,25,0,1,7,6,8,6,8,7,7,6,0
0,25,0,0,3,4,6,0,6,6,8,9,0
0,34,0,0,10,9,8,8,8,8,8,5,0
0,34,0,1,10,8,8,10,8,8,10,8,0
0,34,0,0,10,8,8,8,10,7,7,5,0
0,34,0,1,8,10,10,8,8,8,8,7,0
0,34,0,0,8,9,9,8,7,7,7,5,0
0,34,0,1,8,9,9,8,8,7,7,6,0
0,34,0,0,8,10,10,9,9,7,7,5,0
0,34,0,1,8,8,8,8,10,7,8,7,0
0,34,0,1,9,9,9,8,9,7,9,7,0
0,34,0,1,8,8,10,10,9,9,8,6,0
0,34,0,1,9,9,9,9,10,8,8,7,0
0,34,0,1,8,10,10,8,9,9,9,7,0
0,34,0,1,7,8,8,8,8,7,8,7,0
0,34,0,1,10,9,10,10,10,9,10,8,0
0,34,0,1,8,8,10,10,9,8,8,6,0
0,30,22161,0,8,7,8,6,7,5,6,8,0
0,30,22161,0,7,6,8,5,8,5,7,7,0
0,30,22161,1,9,7,9,9,8,7,9,8,0
0,30,22161,0,4,8,9,3,10,4,5,5,0
0,30,22161,0,4,9,8,6,6,8,6,10,0
0,30,22161,1,7,9,9,6,10,0,7,8,0
0,30,22161,0,4,10,9,5,7,5,7,5,0
0,30,22161,0,5,8,9,6,8,5,6,10,0
0,30,22161,1,10,9,9,9,8,9,9,10,0
0,30,22161,0,4,5,9,7,8,5,5,5,0
0,30,22161,1,9,8,8,7,7,5,0,0,0
0,30,22161,1,8,7,7,9,7,8,7,10,0
0,30,22161,0,9,8,8,9,8,7,8,10,0
0,30,22161,1,9,9,9,9,6,5,9,9,0
0,30,22161,0,9,10,8,10,6,0,8,9,0
0,27,82734,0,6,8,7,3,3,6,6,7,0
0,27,82734,1,4,7,7,6,0,8,7,7,0
0,27,82734,1,6,3,8,6,5,5,5,5,0
0,27,82734,0,4,6,7,3,5,4,5,5,0
0,27,82734,0,4,4,4,4,4,6,3,3,0
0,27,82734,1,5,6,7,5,5,5,5,5,0
0,27,82734,0,3,0,7,3,3,2,4,5,0
0,27,82734,0,4,4,6,4,4,4,5,6,0
0,27,82734,1,7,4,6,6,0,5,5,5,0
0,27,82734,0,3,3,4,3,3,3,3,4,0
0,27,82734,1,8,5,7,7,7,6,5,5,0
0,27,82734,1,6,4,5,5,6,6,5,5,0
0,27,82734,1,8,5,7,7,7,7,7,5,0
0,27,82734,0,4,3,4,4,4,4,4,4,0
0,27,82734,0,4,3,4,5,3,4,4,5,0
0,25,40163,0,7,4,5,3,4,3,4,2,0
0,25,40163,0,6,7,7,6,8,5,6,4,0
0,25,40163,0,4,4,4,7,5,7,5,5,0
0,25,40163,1,4,8,9,6,5,2,8,7,0
0,25,40163,1,7,8,8,8,5,6,8,6,1
0,25,40163,1,8,8,8,7,8,5,5,6,0
0,25,40163,0,4,6,9,2,3,3,3,3,0
0,25,40163,0,6,5,6,5,4,3,4,3,0
0,25,40163,1,7,6,6,5,5,4,5,5,0
0,25,40163,0,0,5,8,6,7,3,5,4,0
0,25,40163,0,9,5,7,8,6,6,6,5,0
0,25,40163,1,8,6,7,7,5,4,7,5,0
0,25,40163,0,0,0,0,0,0,0,0,0,0
0,25,40163,0,5,4,6,4,4,3,4,3,0
0,25,40163,0,4,3,5,7,3,2,3,3,0
0,27,0,0,6,6,6,5,6,7,6,4,0
0,27,0,1,6,6,7,8,7,7,6,6,0
0,27,0,1,7,7,7,8,7,7,6,6,0
0,27,0,0,6,7,8,6,7,6,6,5,0
0,27,0,0,5,6,6,4,0,6,5,4,0
0,27,0,0,6,6,8,5,7,7,6,5,0
0,27,0,0,6,8,8,6,6,6,6,5,0
0,27,0,0,6,6,8,7,9,0,6,5,0
0,27,0,1,7,6,8,8,7,0,7,6,0
0,27,0,0,6,8,8,8,7,5,7,6,0
0,27,0,1,9,7,8,8,8,6,7,5,0
0,27,0,1,8,7,8,8,8,0,8,6,0
0,27,0,1,8,6,6,7,7,0,7,5,0
0,27,0,1,7,6,7,7,7,0,6,5,0
0,27,0,0,6,7,8,8,7,0,6,5,0
0,26,0,0,7,8,8,7,7,7,7,0,0
0,26,0,0,7,6,6,6,9,8,5,0,0
0,26,0,0,8,7,7,7,7,8,7,0,0
0,26,0,0,7,9,9,5,7,5,6,0,0
0,26,0,0,6,5,5,5,5,5,5,0,0
0,26,0,0,8,9,8,6,7,7,6,0,0
0,26,0,0,5,5,5,5,5,5,5,0,0
0,26,0,0,7,6,5,7,7,5,0,0,0
0,26,0,1,8,7,7,7,7,7,7,0,0
0,26,0,0,0,0,0,0,0,0,0,0,0
0,26,0,1,9,8,9,9,9,9,9,0,0
0,26,0,0,9,9,9,9,8,9,9,0,0
0,26,0,0,9,9,9,9,10,9,9,0,0
0,26,0,0,5,8,9,8,8,8,8,0,0
0,26,0,0,5,5,5,4,4,3,4,0,0
0,27,46185,0,6,8,6,4,5,3,6,8,0
0,27,46185,1,5,8,8,6,8,2,7,9,0
0,27,46185,0,3,6,7,5,4,1,3,6,0
0,27,46185,0,2,9,8,2,6,0,3,8,0
0,27,46185,0,1,5,4,1,3,0,2,7,0
0,27,46185,0,3,8,9,6,9,1,5,8,0
0,27,46185,0,2,9,8,2,4,2,4,5,0
0,27,46185,0,4,6,8,4,9,2,3,8,0
0,27,46185,0,5,8,8,7,9,3,6,8,0
0,27,46185,0,2,8,7,5,5,0,2,6,0
0,27,46185,1,7,6,8,7,9,4,7,8,0
0,27,46185,0,4,7,8,4,5,2,5,5,0
0,27,46185,1,7,6,7,7,9,5,6,7,0
0,27,46185,0,3,8,7,5,7,2,5,4,0
0,27,46185,0,2,6,5,6,4,1,2,8,0
0,26,0,0,5,5,5,5,5,5,6,7,0
0,26,0,1,7,7,7,7,8,9,0,5,0
0,26,0,1,5,8,8,10,7,10,0,0,0
0,26,0,0,0,0,0,0,0,0,0,0,0
0,26,0,0,2,8,7,6,6,6,0,0,0
0,26,0,0,4,10,9,8,9,8,6,7,0
0,26,0,0,2,3,5,1,2,2,4,1,0
0,26,0,1,7,9,9,8,8,7,7,10,0
0,26,0,1,9,8,8,7,7,9,8,7,0
0,26,0,0,3,8,6,6,6,7,6,4,0
0,26,0,1,5,7,7,7,7,0,0,0,0
0,26,0,1,7,7,9,9,8,8,0,0,0
0,26,0,1,7,9,8,7,0,0,0,0,0
0,26,0,1,6,7,9,8,6,9,0,0,0
0,26,0,0,2,7,7,6,6,8,0,0,0
1,23,78844,0,5,7,7,6,6,4,6,5,0
1,23,78844,1,8,8,7,8,6,7,8,7,0
1,23,78844,1,7,8,8,7,7,8,8,7,0
1,23,78844,0,6,6,7,7,6,3,6,5,0
1,23,78844,0,7,7,8,5,7,1,4,1,0
1,23,78844,0,3,6,7,6,7,2,2,1,0
1,23,78844,0,5,9,8,6,6,3,7,4,0
1,23,78844,0,3,7,8,2,6,1,5,1,0
1,23,78844,1,7,8,7,4,6,7,8,9,0
1,23,78844,1,5,8,7,7,8,5,7,6,0
1,23,78844,0,5,5,5,5,5,1,3,3,0
1,23,78844,0,6,8,8,5,5,3,5,1,0
1,23,78844,1,6,8,7,8,7,7,8,7,0
1,23,78844,1,8,6,7,7,7,7,7,5,0
1,23,78844,1,7,6,6,6,5,6,7,7,0
1,30,29575,0,7,6,7,6,8,6,6,4,0
1,30,29575,1,8,6,6,6,8,6,7,5,0
1,30,29575,1,9,7,7,8,6,6,8,6,0
1,30,29575,1,8,5,6,5,5,4,6,3,0
1,30,29575,1,8,6,8,6,7,5,6,5,0
1,30,29575,0,5,6,7,6,7,6,5,4,0
1,30,29575,1,8,6,6,6,6,6,6,5,0
1,30,29575,0,5,5,6,5,5,5,5,4,0
1,30,29575,1,7,7,8,6,6,6,6,6,0
1,30,29575,0,5,7,7,7,5,8,6,9,0
1,30,29575,0,6,6,7,6,6,6,6,4,0
1,30,29575,0,5,6,8,5,6,6,6,6,0
1,30,29575,0,5,6,7,5,8,7,5,6,0
1,30,29575,0,6,7,7,5,6,5,6,6,0
1,30,29575,0,0,0,0,0,0,0,0,0,0
1,28,0,0,7,10,9,9,6,3,7,7,0
1,28,0,0,7,8,9,9,7,9,8,8,0
1,28,0,0,10,9,10,10,10,10,9,9,0
1,28,0,1,9,10,10,10,10,9,9,8,0
1,28,0,0,10,9,10,10,10,9,9,9,0
1,28,0,0,7,9,10,9,10,5,8,7,0
1,28,0,0,8,10,10,10,7,8,7,8,0
1,28,0,0,6,10,9,10,9,10,7,6,0
1,28,0,0,8,10,10,10,10,9,8,9,0
1,28,0,0,7,10,8,9,7,6,6,9,0
1,28,0,0,8,10,8,9,7,5,6,10,0
1,28,0,0,9,10,10,9,8,5,7,7,0
1,28,0,0,9,10,10,9,9,9,9,9,1
1,28,0,0,9,10,10,10,8,5,8,8,1
1,28,0,0,9,10,9,10,9,6,8,9,0
1,31,34752,1,10,6,10,10,0,0,8,3,0
1,31,34752,1,9,6,8,7,0,0,7,3,0
1,31,34752,1,9,8,9,8,9,0,7,5,0
1,31,34752,1,9,8,9,8,0,0,7,5,0
1,31,34752,1,9,8,10,8,7,7,7,3,0
1,31,34752,1,8,7,10,10,8,7,7,6,0
1,31,34752,1,7,5,9,8,9,0,7,6,0
1,31,34752,1,7,7,8,5,9,8,6,5,0
1,31,34752,1,9,9,9,9,0,8,7,6,0
1,31,34752,1,8,7,7,7,0,7,5,3,0
1,31,34752,1,9,9,7,8,0,0,8,5,0
1,31,34752,1,7,9,9,7,0,0,8,3,0
1,31,34752,1,10,9,10,7,10,0,9,3,0
1,31,34752,1,8,7,8,6,0,6,7,3,0
1,31,34752,1,10,10,10,10,10,10,6,2,0
1,29,0,1,9,10,10,9,10,8,9,6,0
1,29,0,1,9,10,10,10,10,9,9,6,0
1,29,0,1,10,10,10,10,10,9,10,7,0
1,29,0,1,9,9,10,9,10,7,8,5,0
1,29,0,1,10,10,10,10,10,10,10,8,0
1,29,0,1,10,10,10,9,10,8,9,7,0
1,29,0,1,10,10,9,10,10,7,9,8,0
1,29,0,0,9,10,10,8,10,7,8,5,0
1,29,0,1,10,10,10,10,10,9,10,9,0
1,29,0,1,9,10,10,10,10,10,9,9,0
1,29,0,1,10,10,10,10,10,9,10,8,1
1,29,0,1,10,10,10,10,9,8,9,6,0
1,29,0,1,10,10,9,10,10,10,9,7,0
1,29,0,1,9,10,10,10,10,9,9,5,0
1,29,0,1,10,10,10,10,10,10,10,7,0
1,32,0,1,7,8,7,9,6,7,7,4,0
1,32,0,0,9,7,7,4,8,6,5,2,0
1,32,0,0,9,8,7,8,8,7,0,0,0
1,32,0,0,8,7,6,8,6,5,6,3,0
1,32,0,0,8,5,8,7,9,8,0,0,0
1,32,0,0,6,7,8,6,8,8,6,4,0
1,32,0,0,4,7,7,6,8,6,4,3,0
1,32,0,0,5,7,6,4,5,6,3,2,0
1,32,0,1,9,7,6,9,9,6,7,6,0
1,32,0,0,5,7,6,5,7,5,7,4,0
1,32,0,0,8,8,7,6,7,5,7,3,0
1,32,0,0,4,6,7,7,6,9,6,5,0
1,32,0,1,8,8,8,8,8,6,9,8,0
1,32,0,1,9,7,8,7,7,6,7,5,0
1,32,0,0,6,8,9,6,7,7,7,4,0
1,24,0,1,7,6,8,5,7,2,7,4,0
1,24,0,0,8,5,5,5,9,2,6,4,0
1,24,0,1,4,7,8,6,8,2,7,3,0
1,24,0,1,7,7,7,5,5,3,6,4,0
1,24,0,1,7,4,7,4,8,2,5,2,0
1,24,0,1,5,4,6,5,6,2,5,3,0
1,24,0,1,7,5,7,5,5,3,5,3,0
1,24,0,0,5,5,6,5,6,5,5,4,0
1,24,0,1,7,6,7,7,7,5,8,6,0
1,24,0,0,6,4,8,7,8,2,6,5,0
1,24,0,0,7,8,5,5,6,1,3,2,0
1,24,0,0,5,8,8,6,0,5,7,4,0
1,24,0,1,6,5,8,6,7,3,7,5,0
1,24,0,1,8,6,7,7,5,2,7,4,0
1,24,0,0,5,4,5,5,4,2,4,3,0
1,29,0,1,8,8,8,8,8,8,8,8,0
1,29,0,1,8,8,8,8,8,8,8,8,0
1,29,0,1,10,7,8,8,10,8,8,8,0
1,29,0,0,5,5,8,5,5,5,5,5,0
1,29,0,1,8,8,8,8,8,8,8,5,0
1,29,0,0,5,5,5,5,5,5,5,5,0
1,29,0,1,8,8,8,8,8,8,8,8,0
1,29,0,0,5,5,5,5,5,5,5,5,0
1,29,0,1,9,9,9,9,9,9,9,9,0
1,29,0,1,10,10,10,10,10,10,10,10,0
1,29,0,1,0,0,0,0,0,0,0,0,0
1,29,0,1,5,5,5,5,5,5,9,5,0
1,29,0,1,10,10,10,10,10,10,10,10,0
1,29,0,1,10,10,10,10,10,10,10,9,0
